participant_id,trial_participant,difficulty,signal,stimulus_type,trial_in_condition,rt,choice,correct_choice,accuracy
7,756,easy,present,simple,756,0.896,1,1,1
7,757,easy,present,simple,757,0.563,1,1,1
7,758,easy,present,simple,758,1.292,1,1,1
7,759,easy,present,simple,759,0.954,1,1,1
7,760,easy,present,simple,760,0.738,1,1,1
7,761,easy,present,simple,761,1.497,1,1,1
7,762,easy,present,simple,762,0.442,1,1,1
7,763,easy,present,simple,763,0.656,1,1,1
7,764,easy,present,simple,764,0.471,1,1,1
7,765,easy,present,simple,765,0.417,1,1,1
7,766,easy,present,simple,766,1.159,1,1,1
7,767,easy,present,simple,767,1.050,1,1,1
7,768,easy,present,simple,768,1.159,1,1,1
7,769,easy,present,simple,769,0.586,1,1,1
7,770,easy,present,simple,770,0.585,1,1,1
7,771,easy,present,simple,771,0.668,1,1,1
7,772,easy,present,simple,772,0.556,1,1,1
7,773,easy,present,simple,773,0.630,1,1,1
7,774,easy,present,simple,774,0.535,1,1,1
7,775,easy,present,simple,775,0.552,1,1,1
7,776,easy,present,simple,776,0.997,1,1,1
7,777,easy,present,simple,777,0.581,1,1,1
7,778,easy,present,simple,778,0.591,1,1,1
7,779,easy,present,simple,779,1.447,1,1,1
7,780,easy,present,simple,780,0.461,1,1,1
7,781,easy,present,simple,781,0.935,1,1,1
7,782,easy,present,simple,782,0.847,1,1,1
7,783,easy,present,simple,783,0.526,1,1,1
7,784,easy,present,simple,784,0.563,1,1,1
7,785,easy,present,simple,785,0.470,1,1,1
7,786,easy,present,simple,786,0.468,1,1,1
7,787,easy,present,simple,787,0.755,1,1,1
7,788,easy,present,simple,788,0.480,1,1,1
7,789,easy,present,simple,789,0.685,1,1,1
7,790,easy,present,simple,790,1.088,1,1,1
7,791,easy,present,simple,791,0.669,1,1,1
7,792,easy,present,simple,792,0.666,1,1,1
7,793,easy,present,simple,793,1.149,1,1,1
7,794,easy,present,simple,794,1.657,1,1,1
7,795,easy,present,simple,795,0.556,1,1,1
7,796,easy,present,simple,796,0.626,1,1,1
7,797,easy,present,simple,797,0.528,1,1,1
7,798,easy,present,simple,798,0.526,1,1,1
7,799,easy,present,simple,799,0.995,1,1,1
7,800,easy,present,simple,800,0.627,1,1,1
7,801,easy,present,simple,801,0.475,1,1,1
7,802,easy,present,simple,802,1.097,1,1,1
7,803,easy,present,simple,803,0.703,1,1,1
7,804,easy,present,simple,804,1.566,1,1,1
7,805,easy,present,simple,805,1.601,1,1,1
7,806,easy,present,simple,806,0.592,1,1,1
7,807,easy,present,simple,807,1.101,1,1,1
7,808,easy,present,simple,808,0.540,1,1,1
7,809,easy,present,simple,809,1.175,1,1,1
7,810,easy,present,simple,810,0.773,1,1,1
7,811,easy,present,simple,811,1.084,1,1,1
7,812,easy,present,simple,812,0.826,1,1,1
7,813,easy,present,simple,813,0.453,1,1,1
7,814,easy,present,simple,814,0.589,1,1,1
7,815,easy,present,simple,815,1.441,1,1,1
7,816,easy,present,simple,816,0.901,1,1,1
7,817,easy,present,simple,817,0.497,1,1,1
7,818,easy,present,simple,818,0.472,1,1,1
7,819,easy,present,simple,819,0.474,1,1,1
7,820,easy,present,simple,820,0.453,1,1,1
7,821,easy,present,simple,821,1.482,1,1,1
7,822,easy,present,simple,822,1.363,1,1,1
7,823,easy,present,simple,823,1.234,1,1,1
7,824,easy,present,simple,824,1.160,1,1,1
7,825,easy,present,simple,825,0.859,1,1,1
7,826,easy,present,simple,826,0.964,1,1,1
7,827,easy,present,simple,827,1.379,1,1,1
7,828,easy,present,simple,828,0.726,1,1,1
7,829,easy,present,simple,829,0.437,1,1,1
7,830,easy,present,simple,830,0.546,1,1,1
7,831,easy,present,simple,831,0.805,1,1,1
7,832,easy,present,simple,832,0.641,1,1,1
7,833,easy,present,simple,833,0.913,1,1,1
7,834,easy,present,simple,834,0.706,1,1,1
7,835,easy,present,simple,835,1.711,1,1,1
7,836,easy,present,simple,836,1.025,1,1,1
7,837,easy,present,simple,837,0.702,1,1,1
7,838,easy,present,simple,838,1.036,1,1,1
7,839,easy,present,simple,839,0.704,1,1,1
7,840,easy,present,simple,840,0.595,1,1,1
7,841,easy,present,simple,841,0.889,1,1,1
7,842,easy,present,simple,842,0.989,1,1,1
7,843,easy,present,simple,843,1.087,1,1,1
7,844,easy,present,simple,844,0.522,1,1,1
7,845,easy,present,simple,845,0.733,1,1,1
7,846,easy,present,simple,846,0.584,1,1,1
7,847,easy,present,simple,847,0.591,1,1,1
7,848,easy,present,simple,848,0.693,1,1,1
7,849,easy,present,simple,849,1.399,1,1,1
7,850,easy,present,simple,850,0.450,1,1,1
7,851,easy,present,simple,851,0.835,1,1,1
7,852,easy,present,simple,852,0.799,1,1,1
7,853,easy,present,simple,853,1.357,1,1,1
7,854,easy,present,simple,854,1.613,1,1,1
7,855,easy,present,simple,855,0.725,1,1,1
7,856,easy,present,simple,856,0.609,1,1,1
7,857,easy,present,simple,857,0.784,1,1,1
7,858,easy,present,simple,858,0.744,1,1,1
7,859,easy,present,simple,859,1.149,1,1,1
7,860,easy,present,simple,860,0.920,1,1,1
7,861,easy,present,simple,861,0.746,1,1,1
7,862,easy,present,simple,862,0.666,1,1,1
7,863,easy,present,simple,863,0.633,1,1,1
7,864,easy,present,simple,864,0.496,1,1,1
7,865,easy,present,simple,865,1.888,1,1,1
7,866,easy,present,simple,866,0.611,1,1,1
7,867,easy,present,simple,867,1.256,1,1,1
7,868,easy,present,simple,868,0.756,1,1,1
7,869,easy,present,simple,869,0.680,1,1,1
7,870,easy,present,simple,870,0.658,1,1,1
7,871,easy,present,simple,871,0.633,1,1,1
7,872,easy,present,simple,872,0.961,1,1,1
7,873,easy,present,simple,873,0.569,1,1,1
7,874,easy,present,simple,874,0.875,1,1,1
7,875,easy,present,simple,875,0.455,1,1,1
7,876,easy,present,simple,876,1.459,1,1,1
7,877,easy,present,simple,877,0.678,1,1,1
7,878,easy,present,simple,878,0.852,1,1,1
7,879,easy,present,simple,879,0.437,1,1,1
7,880,easy,present,simple,880,0.674,1,1,1
7,881,easy,present,simple,881,0.692,1,1,1
7,882,easy,present,simple,882,1.675,1,1,1
7,883,easy,present,simple,883,0.405,1,1,1
7,884,easy,present,simple,884,0.595,1,1,1
7,885,easy,present,simple,885,0.723,1,1,1
7,886,easy,present,simple,886,0.546,1,1,1
7,887,easy,present,simple,887,0.908,1,1,1
7,888,easy,present,simple,888,0.712,1,1,1
7,889,easy,present,simple,889,1.116,1,1,1
7,890,easy,present,simple,890,0.552,1,1,1
7,891,easy,present,simple,891,0.822,1,1,1
7,892,easy,present,simple,892,0.630,1,1,1
7,893,easy,present,simple,893,0.725,1,1,1
7,894,easy,present,simple,894,0.720,1,1,1
7,895,easy,present,simple,895,0.956,1,1,1
7,896,easy,present,simple,896,0.905,1,1,1
7,897,easy,present,simple,897,0.652,1,1,1
7,898,easy,present,simple,898,0.547,1,1,1
7,899,easy,present,simple,899,1.005,1,1,1
7,900,easy,present,simple,900,0.713,1,1,1
7,901,easy,present,simple,901,0.624,1,1,1
7,902,easy,present,simple,902,0.700,1,1,1
7,903,easy,present,simple,903,0.507,1,1,1
7,904,easy,present,simple,904,0.613,1,1,1
7,905,easy,present,simple,905,0.378,1,1,1
7,906,easy,present,simple,906,0.636,1,1,1
7,907,easy,present,simple,907,0.685,1,1,1
7,908,easy,present,simple,908,0.439,1,1,1
7,909,easy,present,simple,909,1.011,1,1,1
7,910,easy,present,simple,910,0.690,1,1,1
7,911,easy,present,simple,911,0.706,1,1,1
7,912,easy,present,simple,912,0.894,1,1,1
7,913,easy,present,simple,913,0.960,1,1,1
7,914,easy,present,simple,914,0.641,1,1,1
7,915,easy,present,simple,915,0.700,1,1,1
7,916,easy,present,simple,916,0.712,1,1,1
7,917,easy,present,simple,917,0.519,1,1,1
7,918,easy,present,simple,918,0.455,1,1,1
7,919,easy,present,simple,919,0.667,1,1,1
7,920,easy,present,simple,920,0.543,1,1,1
7,921,easy,present,simple,921,0.680,1,1,1
7,922,easy,present,simple,922,0.877,1,1,1
7,923,easy,present,simple,923,0.517,1,1,1
7,924,easy,present,simple,924,1.047,1,1,1
7,925,easy,present,simple,925,0.488,1,1,1
7,926,easy,present,simple,926,0.415,1,1,1
7,927,easy,present,simple,927,0.812,1,1,1
7,928,easy,present,simple,928,1.085,1,1,1
7,929,easy,present,simple,929,1.059,1,1,1
7,930,easy,present,simple,930,1.208,1,1,1
7,931,easy,present,simple,931,0.764,1,1,1
7,932,easy,present,simple,932,0.692,1,1,1
7,933,easy,present,simple,933,0.439,1,1,1
7,934,easy,present,simple,934,0.810,1,1,1
7,935,easy,present,simple,935,1.785,1,1,1
7,936,easy,present,simple,936,0.557,1,1,1
7,937,easy,present,simple,937,1.225,1,1,1
7,938,easy,present,simple,938,1.447,1,1,1
7,939,easy,present,simple,939,0.533,1,1,1
7,940,easy,present,simple,940,0.611,1,1,1
7,941,easy,present,simple,941,0.604,1,1,1
7,942,easy,present,simple,942,0.744,1,1,1
7,943,easy,present,simple,943,0.710,1,1,1
7,944,easy,present,simple,944,0.713,1,1,1
7,945,easy,present,simple,945,0.596,1,1,1
7,946,easy,present,simple,946,0.589,1,1,1
7,947,easy,present,simple,947,0.836,1,1,1
7,948,easy,present,simple,948,1.063,1,1,1
7,949,easy,present,simple,949,0.754,1,1,1
7,950,easy,present,simple,950,0.767,1,1,1
7,951,easy,present,simple,951,1.090,1,1,1
7,952,easy,present,simple,952,0.771,1,1,1
7,953,easy,present,simple,953,0.647,1,1,1
7,954,easy,present,simple,954,0.909,1,1,1
7,955,easy,present,simple,955,1.456,1,1,1
7,956,easy,present,simple,956,0.803,1,1,1
7,957,easy,present,simple,957,0.480,1,1,1
7,958,easy,present,simple,958,1.243,1,1,1
7,959,easy,present,simple,959,1.220,1,1,1
7,960,easy,present,simple,960,0.633,1,1,1
7,961,easy,present,simple,961,0.745,1,1,1
7,962,easy,present,simple,962,0.435,1,1,1
7,963,easy,present,simple,963,0.497,1,1,1
7,964,easy,present,simple,964,0.706,1,1,1
7,965,easy,present,simple,965,0.424,1,1,1
7,966,easy,present,simple,966,0.870,0,1,0
7,967,easy,present,simple,967,1.266,0,1,0
7,968,easy,present,simple,968,0.690,0,1,0
7,969,easy,present,simple,969,0.447,0,1,0
7,970,easy,present,simple,970,0.578,0,1,0
7,971,easy,present,simple,971,1.294,0,1,0
7,972,easy,present,simple,972,1.466,0,1,0
7,973,easy,present,simple,973,0.678,0,1,0
7,974,easy,present,simple,974,0.958,0,1,0
7,975,easy,present,simple,975,0.797,0,1,0
7,976,easy,present,simple,976,0.932,0,1,0
7,977,easy,present,simple,977,0.860,0,1,0
7,978,easy,present,simple,978,0.416,0,1,0
7,979,easy,present,simple,979,0.626,0,1,0
7,980,easy,present,simple,980,0.391,0,1,0
7,981,easy,present,simple,981,0.664,0,1,0
7,982,easy,present,simple,982,1.850,0,1,0
7,983,easy,present,simple,983,0.458,0,1,0
7,984,easy,present,simple,984,1.135,0,1,0
7,985,easy,present,simple,985,0.653,0,1,0
7,986,easy,present,simple,986,1.043,0,1,0
7,987,easy,present,simple,987,0.489,0,1,0
7,988,easy,present,simple,988,0.504,0,1,0
7,989,easy,present,simple,989,0.672,0,1,0
7,990,easy,present,simple,990,0.528,0,1,0
7,991,easy,present,simple,991,0.466,0,1,0
7,992,easy,present,simple,992,0.752,0,1,0
7,993,easy,present,simple,993,0.834,0,1,0
7,994,easy,present,simple,994,1.573,0,1,0
7,995,easy,present,simple,995,0.574,0,1,0
7,996,easy,present,simple,996,0.429,0,1,0
7,997,easy,present,simple,997,0.834,0,1,0
7,998,easy,present,simple,998,0.780,0,1,0
7,999,easy,present,simple,999,0.860,0,1,0
7,1000,easy,present,simple,1000,1.494,0,1,0
7,1001,easy,present,simple,1001,0.738,0,1,0
7,1002,easy,present,simple,1002,1.109,0,1,0
7,1003,easy,present,simple,1003,0.441,0,1,0
7,1004,easy,present,simple,1004,0.594,0,1,0
7,1005,easy,present,simple,1005,0.792,0,1,0
7,1006,easy,present,simple,1006,1.201,0,1,0
7,1007,easy,present,simple,1007,0.626,0,1,0
7,1008,easy,present,simple,1008,1.137,0,1,0
7,1009,easy,present,simple,1009,0.594,0,1,0
7,1010,easy,present,simple,1010,1.471,0,1,0
7,1011,easy,present,simple,1011,0.790,0,1,0
7,1012,easy,present,simple,1012,0.883,0,1,0
7,1013,easy,present,simple,1013,1.475,0,1,0
7,1014,easy,present,complex,1,0.822,1,1,1
7,1015,easy,present,complex,2,0.743,1,1,1
7,1016,easy,present,complex,3,0.630,1,1,1
7,1017,easy,present,complex,4,0.660,1,1,1
7,1018,easy,present,complex,5,0.905,1,1,1
7,1019,easy,present,complex,6,0.693,1,1,1
7,1020,easy,present,complex,7,0.838,1,1,1
7,1021,easy,present,complex,8,0.739,1,1,1
7,1022,easy,present,complex,9,0.711,1,1,1
7,1023,easy,present,complex,10,0.918,1,1,1
7,1024,easy,present,complex,11,1.308,1,1,1
7,1025,easy,present,complex,12,0.944,1,1,1
7,1026,easy,present,complex,13,0.887,1,1,1
7,1027,easy,present,complex,14,0.805,1,1,1
7,1028,easy,present,complex,15,0.856,1,1,1
7,1029,easy,present,complex,16,0.739,1,1,1
7,1030,easy,present,complex,17,0.661,1,1,1
7,1031,easy,present,complex,18,0.721,1,1,1
7,1032,easy,present,complex,19,0.707,1,1,1
7,1033,easy,present,complex,20,1.854,1,1,1
7,1034,easy,present,complex,21,0.695,1,1,1
7,1035,easy,present,complex,22,0.995,1,1,1
7,1036,easy,present,complex,23,0.934,1,1,1
7,1037,easy,present,complex,24,0.697,1,1,1
7,1038,easy,present,complex,25,0.903,1,1,1
7,1039,easy,present,complex,26,0.990,1,1,1
7,1040,easy,present,complex,27,0.697,1,1,1
7,1041,easy,present,complex,28,0.985,1,1,1
7,1042,easy,present,complex,29,0.660,1,1,1
7,1043,easy,present,complex,30,1.091,1,1,1
7,1044,easy,present,complex,31,0.864,1,1,1
7,1045,easy,present,complex,32,1.062,1,1,1
7,1046,easy,present,complex,33,0.901,1,1,1
7,1047,easy,present,complex,34,0.825,1,1,1
7,1048,easy,present,complex,35,0.600,1,1,1
7,1049,easy,present,complex,36,0.992,1,1,1
7,1050,easy,present,complex,37,1.178,1,1,1
7,1051,easy,present,complex,38,0.871,1,1,1
7,1052,easy,present,complex,39,0.692,1,1,1
7,1053,easy,present,complex,40,0.832,1,1,1
7,1054,easy,present,complex,41,1.059,1,1,1
7,1055,easy,present,complex,42,0.664,1,1,1
7,1056,easy,present,complex,43,0.599,1,1,1
7,1057,easy,present,complex,44,0.827,1,1,1
7,1058,easy,present,complex,45,1.752,1,1,1
7,1059,easy,present,complex,46,1.021,1,1,1
7,1060,easy,present,complex,47,0.908,1,1,1
7,1061,easy,present,complex,48,1.090,1,1,1
7,1062,easy,present,complex,49,0.743,1,1,1
7,1063,easy,present,complex,50,0.727,1,1,1
7,1064,easy,present,complex,51,1.339,1,1,1
7,1065,easy,present,complex,52,1.167,1,1,1
7,1066,easy,present,complex,53,1.164,1,1,1
7,1067,easy,present,complex,54,0.639,1,1,1
7,1068,easy,present,complex,55,0.715,1,1,1
7,1069,easy,present,complex,56,1.064,1,1,1
7,1070,easy,present,complex,57,1.316,1,1,1
7,1071,easy,present,complex,58,0.859,1,1,1
7,1072,easy,present,complex,59,0.735,1,1,1
7,1073,easy,present,complex,60,0.792,1,1,1
7,1074,easy,present,complex,61,1.270,1,1,1
7,1075,easy,present,complex,62,1.003,1,1,1
7,1076,easy,present,complex,63,0.709,1,1,1
7,1077,easy,present,complex,64,0.843,1,1,1
7,1078,easy,present,complex,65,0.836,1,1,1
7,1079,easy,present,complex,66,0.791,1,1,1
7,1080,easy,present,complex,67,1.178,1,1,1
7,1081,easy,present,complex,68,0.867,1,1,1
7,1082,easy,present,complex,69,1.358,1,1,1
7,1083,easy,present,complex,70,1.990,1,1,1
7,1084,easy,present,complex,71,1.004,1,1,1
7,1085,easy,present,complex,72,0.884,1,1,1
7,1086,easy,present,complex,73,1.329,1,1,1
7,1087,easy,present,complex,74,0.784,1,1,1
7,1088,easy,present,complex,75,0.956,1,1,1
7,1089,easy,present,complex,76,0.817,1,1,1
7,1090,easy,present,complex,77,0.808,1,1,1
7,1091,easy,present,complex,78,0.841,1,1,1
7,1092,easy,present,complex,79,1.974,1,1,1
7,1093,easy,present,complex,80,1.363,1,1,1
7,1094,easy,present,complex,81,0.706,1,1,1
7,1095,easy,present,complex,82,1.275,1,1,1
7,1096,easy,present,complex,83,0.816,1,1,1
7,1097,easy,present,complex,84,0.829,1,1,1
7,1098,easy,present,complex,85,0.907,1,1,1
7,1099,easy,present,complex,86,0.883,1,1,1
7,1100,easy,present,complex,87,1.049,1,1,1
7,1101,easy,present,complex,88,0.632,1,1,1
7,1102,easy,present,complex,89,1.010,1,1,1
7,1103,easy,present,complex,90,0.968,1,1,1
7,1104,easy,present,complex,91,0.728,1,1,1
7,1105,easy,present,complex,92,0.814,1,1,1
7,1106,easy,present,complex,93,1.190,1,1,1
7,1107,easy,present,complex,94,0.992,1,1,1
7,1108,easy,present,complex,95,1.133,1,1,1
7,1109,easy,present,complex,96,1.273,1,1,1
7,1110,easy,present,complex,97,0.545,1,1,1
7,1111,easy,present,complex,98,0.784,1,1,1
7,1112,easy,present,complex,99,0.808,1,1,1
7,1113,easy,present,complex,100,0.889,1,1,1
7,1114,easy,present,complex,101,0.620,1,1,1
7,1115,easy,present,complex,102,1.025,1,1,1
7,1116,easy,present,complex,103,1.023,1,1,1
7,1117,easy,present,complex,104,0.938,1,1,1
7,1118,easy,present,complex,105,0.748,1,1,1
7,1119,easy,present,complex,106,0.649,1,1,1
7,1120,easy,present,complex,107,1.054,1,1,1
7,1121,easy,present,complex,108,0.598,1,1,1
7,1122,easy,present,complex,109,0.681,1,1,1
7,1123,easy,present,complex,110,0.667,1,1,1
7,1124,easy,present,complex,111,0.661,1,1,1
7,1125,easy,present,complex,112,1.062,1,1,1
7,1126,easy,present,complex,113,0.784,1,1,1
7,1127,easy,present,complex,114,0.568,1,1,1
7,1128,easy,present,complex,115,0.726,1,1,1
7,1129,easy,present,complex,116,0.819,1,1,1
7,1130,easy,present,complex,117,0.782,1,1,1
7,1131,easy,present,complex,118,0.721,1,1,1
7,1132,easy,present,complex,119,0.627,1,1,1
7,1133,easy,present,complex,120,1.023,1,1,1
7,1134,easy,present,complex,121,1.274,1,1,1
7,1135,easy,present,complex,122,0.877,1,1,1
7,1136,easy,present,complex,123,0.584,1,1,1
7,1137,easy,present,complex,124,1.090,1,1,1
7,1138,easy,present,complex,125,1.168,1,1,1
7,1139,easy,present,complex,126,0.683,1,1,1
7,1140,easy,present,complex,127,1.081,1,1,1
7,1141,easy,present,complex,128,0.846,1,1,1
7,1142,easy,present,complex,129,1.355,1,1,1
7,1143,easy,present,complex,130,0.684,1,1,1
7,1144,easy,present,complex,131,0.630,1,1,1
7,1145,easy,present,complex,132,0.714,1,1,1
7,1146,easy,present,complex,133,0.717,1,1,1
7,1147,easy,present,complex,134,1.167,1,1,1
7,1148,easy,present,complex,135,1.214,1,1,1
7,1149,easy,present,complex,136,0.949,1,1,1
7,1150,easy,present,complex,137,0.771,1,1,1
7,1151,easy,present,complex,138,0.698,1,1,1
7,1152,easy,present,complex,139,1.423,1,1,1
7,1153,easy,present,complex,140,1.088,1,1,1
7,1154,easy,present,complex,141,1.053,1,1,1
7,1155,easy,present,complex,142,0.575,1,1,1
7,1156,easy,present,complex,143,0.937,1,1,1
7,1157,easy,present,complex,144,0.909,1,1,1
7,1158,easy,present,complex,145,1.372,1,1,1
7,1159,easy,present,complex,146,0.627,1,1,1
7,1160,easy,present,complex,147,1.212,1,1,1
7,1161,easy,present,complex,148,0.850,1,1,1
7,1162,easy,present,complex,149,0.623,1,1,1
7,1163,easy,present,complex,150,0.995,1,1,1
7,1164,easy,present,complex,151,0.923,1,1,1
7,1165,easy,present,complex,152,1.002,1,1,1
7,1166,easy,present,complex,153,0.616,1,1,1
7,1167,easy,present,complex,154,1.746,1,1,1
7,1168,easy,present,complex,155,0.811,1,1,1
7,1169,easy,present,complex,156,0.924,1,1,1
7,1170,easy,present,complex,157,0.620,1,1,1
7,1171,easy,present,complex,158,0.846,1,1,1
7,1172,easy,present,complex,159,0.644,1,1,1
7,1173,easy,present,complex,160,0.729,1,1,1
7,1174,easy,present,complex,161,0.996,1,1,1
7,1175,easy,present,complex,162,0.597,1,1,1
7,1176,easy,present,complex,163,0.964,1,1,1
7,1177,easy,present,complex,164,1.335,1,1,1
7,1178,easy,present,complex,165,0.839,1,1,1
7,1179,easy,present,complex,166,1.449,1,1,1
7,1180,easy,present,complex,167,0.795,1,1,1
7,1181,easy,present,complex,168,0.681,1,1,1
7,1182,easy,present,complex,169,1.004,1,1,1
7,1183,easy,present,complex,170,0.650,1,1,1
7,1184,easy,present,complex,171,0.606,1,1,1
7,1185,easy,present,complex,172,0.687,1,1,1
7,1186,easy,present,complex,173,1.136,1,1,1
7,1187,easy,present,complex,174,0.774,1,1,1
7,1188,easy,present,complex,175,0.729,1,1,1
7,1189,easy,present,complex,176,0.852,1,1,1
7,1190,easy,present,complex,177,0.694,1,1,1
7,1191,easy,present,complex,178,0.660,1,1,1
7,1192,easy,present,complex,179,0.893,1,1,1
7,1193,easy,present,complex,180,0.780,1,1,1
7,1194,easy,present,complex,181,1.172,1,1,1
7,1195,easy,present,complex,182,0.808,1,1,1
7,1196,easy,present,complex,183,0.775,1,1,1
7,1197,easy,present,complex,184,0.859,1,1,1
7,1198,easy,present,complex,185,1.130,1,1,1
7,1199,easy,present,complex,186,0.883,1,1,1
7,1200,easy,present,complex,187,0.860,1,1,1
7,1201,easy,present,complex,188,0.713,1,1,1
7,1202,easy,present,complex,189,1.253,1,1,1
7,1203,easy,present,complex,190,0.807,1,1,1
7,1204,easy,present,complex,191,0.701,1,1,1
7,1205,easy,present,complex,192,1.088,1,1,1
7,1206,easy,present,complex,193,0.755,1,1,1
7,1207,easy,present,complex,194,0.781,1,1,1
7,1208,easy,present,complex,195,0.678,1,1,1
7,1209,easy,present,complex,196,0.886,1,1,1
7,1210,easy,present,complex,197,0.885,1,1,1
7,1211,easy,present,complex,198,0.725,1,1,1
7,1212,easy,present,complex,199,0.599,1,1,1
7,1213,easy,present,complex,200,0.847,1,1,1
7,1214,easy,present,complex,201,0.990,1,1,1
7,1215,easy,present,complex,202,0.640,1,1,1
7,1216,easy,present,complex,203,1.103,1,1,1
7,1217,easy,present,complex,204,1.751,1,1,1
7,1218,easy,present,complex,205,1.134,1,1,1
7,1219,easy,present,complex,206,0.685,1,1,1
7,1220,easy,present,complex,207,0.599,1,1,1
7,1221,easy,present,complex,208,0.930,1,1,1
7,1222,easy,present,complex,209,0.621,1,1,1
7,1223,easy,present,complex,210,1.132,1,1,1
7,1224,easy,present,complex,211,1.252,1,1,1
7,1225,easy,present,complex,212,0.854,1,1,1
7,1226,easy,present,complex,213,0.614,1,1,1
7,1227,easy,present,complex,214,0.938,1,1,1
7,1228,easy,present,complex,215,0.576,1,1,1
7,1229,easy,present,complex,216,0.677,1,1,1
7,1230,easy,present,complex,217,0.677,1,1,1
7,1231,easy,present,complex,218,0.856,1,1,1
7,1232,easy,present,complex,219,1.014,1,1,1
7,1233,easy,present,complex,220,0.685,1,1,1
7,1234,easy,present,complex,221,0.678,1,1,1
7,1235,easy,present,complex,222,0.767,1,1,1
7,1236,easy,present,complex,223,0.911,1,1,1
7,1237,easy,present,complex,224,0.663,1,1,1
7,1238,easy,present,complex,225,0.658,1,1,1
7,1239,easy,present,complex,226,0.956,1,1,1
7,1240,easy,present,complex,227,0.941,1,1,1
7,1241,easy,present,complex,228,1.094,1,1,1
7,1242,easy,present,complex,229,0.667,1,1,1
7,1243,easy,present,complex,230,0.971,1,1,1
7,1244,easy,present,complex,231,0.663,1,1,1
7,1245,easy,present,complex,232,1.420,1,1,1
7,1246,easy,present,complex,233,0.846,1,1,1
7,1247,easy,present,complex,234,0.898,1,1,1
7,1248,easy,present,complex,235,1.015,1,1,1
7,1249,easy,present,complex,236,0.826,1,1,1
7,1250,easy,present,complex,237,1.036,1,1,1
7,1251,easy,present,complex,238,0.912,1,1,1
7,1252,easy,present,complex,239,1.863,1,1,1
7,1253,easy,present,complex,240,0.758,1,1,1
7,1254,easy,present,complex,241,1.325,1,1,1
7,1255,easy,present,complex,242,1.357,1,1,1
7,1256,easy,present,complex,243,0.969,1,1,1
7,1257,easy,present,complex,244,0.991,1,1,1
7,1258,easy,present,complex,245,0.762,1,1,1
7,1259,easy,present,complex,246,0.659,1,1,1
7,1260,easy,present,complex,247,0.843,1,1,1
7,1261,easy,present,complex,248,0.785,1,1,1
7,1262,easy,present,complex,249,1.216,1,1,1
7,1263,easy,present,complex,250,1.097,1,1,1
7,1264,easy,present,complex,251,0.747,1,1,1
7,1265,easy,present,complex,252,1.027,1,1,1
7,1266,easy,present,complex,253,0.965,1,1,1
7,1267,easy,present,complex,254,0.719,1,1,1
7,1268,easy,present,complex,255,0.969,1,1,1
7,1269,easy,present,complex,256,1.022,1,1,1
7,1270,easy,present,complex,257,1.612,1,1,1
7,1271,easy,present,complex,258,1.820,1,1,1
7,1272,easy,present,complex,259,0.763,1,1,1
7,1273,easy,present,complex,260,0.568,1,1,1
7,1274,easy,present,complex,261,0.821,1,1,1
7,1275,easy,present,complex,262,0.793,1,1,1
7,1276,easy,present,complex,263,0.659,1,1,1
7,1277,easy,present,complex,264,0.874,1,1,1
7,1278,easy,present,complex,265,0.714,1,1,1
7,1279,easy,present,complex,266,1.003,1,1,1
7,1280,easy,present,complex,267,0.748,1,1,1
7,1281,easy,present,complex,268,0.768,1,1,1
7,1282,easy,present,complex,269,0.650,1,1,1
7,1283,easy,present,complex,270,0.831,1,1,1
7,1284,easy,present,complex,271,0.671,1,1,1
7,1285,easy,present,complex,272,1.645,1,1,1
7,1286,easy,present,complex,273,0.556,1,1,1
7,1287,easy,present,complex,274,1.125,1,1,1
7,1288,easy,present,complex,275,1.037,1,1,1
7,1289,easy,present,complex,276,0.567,1,1,1
7,1290,easy,present,complex,277,0.677,1,1,1
7,1291,easy,present,complex,278,0.795,1,1,1
7,1292,easy,present,complex,279,1.471,1,1,1
7,1293,easy,present,complex,280,1.209,1,1,1
7,1294,easy,present,complex,281,0.666,1,1,1
7,1295,easy,present,complex,282,1.177,1,1,1
7,1296,easy,present,complex,283,0.636,1,1,1
7,1297,easy,present,complex,284,1.889,1,1,1
7,1298,easy,present,complex,285,0.639,1,1,1
7,1299,easy,present,complex,286,1.210,1,1,1
7,1300,easy,present,complex,287,0.830,1,1,1
7,1301,easy,present,complex,288,0.889,1,1,1
7,1302,easy,present,complex,289,0.744,1,1,1
7,1303,easy,present,complex,290,0.830,1,1,1
7,1304,easy,present,complex,291,1.101,1,1,1
7,1305,easy,present,complex,292,1.972,1,1,1
7,1306,easy,present,complex,293,1.178,1,1,1
7,1307,easy,present,complex,294,0.710,1,1,1
7,1308,easy,present,complex,295,1.475,1,1,1
7,1309,easy,present,complex,296,1.004,1,1,1
7,1310,easy,present,complex,297,0.686,1,1,1
7,1311,easy,present,complex,298,0.825,1,1,1
7,1312,easy,present,complex,299,0.840,1,1,1
7,1313,easy,present,complex,300,1.759,1,1,1
7,1314,easy,present,complex,301,0.705,1,1,1
7,1315,easy,present,complex,302,0.862,1,1,1
7,1316,easy,present,complex,303,0.720,1,1,1
7,1317,easy,present,complex,304,0.721,1,1,1
7,1318,easy,present,complex,305,0.925,1,1,1
7,1319,easy,present,complex,306,0.884,1,1,1
7,1320,easy,present,complex,307,0.748,1,1,1
7,1321,easy,present,complex,308,0.667,1,1,1
7,1322,easy,present,complex,309,0.767,1,1,1
